"month","year","country","Records","Downloads","Users","cumulative_downloads_by_year","cumulative_records_downloaded_by_year","cumulative_unique_users_by_year"
6,2019,"UA",38,1,1,145,189075,21
6,2019,"UG",1363159,17,4,27,362805752,12
6,2019,"UM",21180,2,1,3,21360,2
6,2019,"US",5912516843,1147,269,9033,31368198794,1882
6,2019,"UY",14107,5,2,58,10247303,19
6,2019,"VE",61668511,724,8,858,81545561,44
6,2019,"VN",3605709,18,9,663,270028350,53
6,2019,"ZA",57818027,188,26,1960,1680939700,243
6,2019,"ZW",77111,2,2,32,361788710,16
6,2019,"ZZ",1212128718,1,1,4,4609846854,1
5,2019,"AO",528525,2,1,5,651698,4
5,2019,"AQ",985704,6,1,17,1033575,1
5,2019,"AR",14069042,225,70,1014,1213600141,176
5,2019,"AT",9935578,45,23,146,858043572,33
5,2019,"AU",67521476,179,61,876,1804646687,150
5,2019,"BD",66,3,1,6,13226368,5
5,2019,"BE",10756380,54,22,1287,1111728345,138
5,2019,"BF",4028,5,1,7,19442,5
5,2019,"BJ",171334980,67,15,443,11251561337,88
5,2019,"BO",12466786,43,10,157,73975582,17
5,2019,"BR",4431212332,1039,179,4303,9728344894,804
5,2019,"BW",7314,1,1,5,8431,11
5,2019,"CA",923005731,160,54,847,3589087016,222
5,2019,"CD",3147,20,2,20,3147,3
5,2019,"CH",55004919,26,12,125,118768258,75
5,2019,"CI",2669286,18,2,39,4130121,7
5,2019,"CL",1063562615,262,48,2308,5529909958,217
5,2019,"CN",397485073,511,125,3241,21070683762,527
5,2019,"CO",1888560023,625,188,3258,8800946210,787
5,2019,"CR",1834357848,79,17,290,2712399212,99
5,2019,"CU",507319,5,1,108,2591557,13
5,2019,"CZ",881515,17,6,264,52753556,34
5,2019,"DE",556310565,225,51,1065,7478338837,201
5,2019,"DK",327946831,61,17,245,751499420,44
5,2019,"DM",5248,4,1,7,7498,1
5,2019,"DO",7896968,22,5,65,10690723,9
5,2019,"DZ",206281,4,2,117,996219396,9
5,2019,"EC",141421473,269,54,687,286965515,190
5,2019,"EE",5313584,4,3,16,627593865,9
5,2019,"EG",44185,4,2,17,23251814,12
5,2019,"ES",1827394702,415,98,3044,4706674114,621
5,2019,"ET",291525,3,1,40,5562022,10
5,2019,"FI",666,1,1,46,139458144,21
5,2019,"FR",204020631,190,40,788,2868138913,259
5,2019,"GB",1423736810,422,112,3557,9152406497,476
5,2019,"GF",2459,1,1,9,17070958,3
5,2019,"GR",1576305,208,7,304,5231123,20
5,2019,"GT",610788662,219,30,473,1009781331,57
5,2019,"GU",17275150,5,2,6,17275331,1
5,2019,"HK",36251238,51,5,112,36781278,18
5,2019,"HR",5727,1,1,9,151929,9
5,2019,"HT",72,1,1,1,72,1
5,2019,"HU",399,2,2,38,356408,11
5,2019,"ID",545457,14,9,190,1696622058,74
5,2019,"IE",49472,9,3,33,95753535,22
5,2019,"IL",19989337,9,4,39,28483414,15
5,2019,"IN",219734597,133,47,721,5558411669,201
5,2019,"IO",61,1,1,3,5771,3
5,2019,"IR",9535329,52,12,369,7619032468,37
5,2019,"IT",2745093,49,23,413,1497372892,106
5,2019,"JP",5129518,90,14,274,34982624,58
5,2019,"KE",207879,16,8,60,6825680,25
5,2019,"KH",10786,1,1,2,37329,2
5,2019,"KR",1321655,35,14,269,3299451977,50
5,2019,"KW",5962,1,1,92,674456,1
5,2019,"MA",48,1,1,18,1597309,8
5,2019,"MD",8085,3,1,3,8085,1
5,2019,"MG",1882174,6,2,85,3527208,6
5,2019,"MM",18299,34,5,42,86013,2
5,2019,"MO",129,2,1,2,129,1
5,2019,"MQ",10256,3,1,3,10256,1
5,2019,"MX",15708518533,2937,475,9263,30197608159,1571
5,2019,"MY",253375518,2,2,28,278849338,14
5,2019,"MZ",7380172,92,10,158,33548367,9
5,2019,"NA",839961,1,1,8,2365633,2
5,2019,"NE",84347,2,1,22,872502,3
5,2019,"NG",44315,56,5,79,11503224,10
5,2019,"NL",63793542,59,20,342,296755666,224
5,2019,"NO",18182832,58,22,326,387951401,80
5,2019,"NP",128315,3,3,39,1705428,14
5,2019,"NZ",4566893,29,12,263,162767621,86
5,2019,"PA",143866345,37,1,39,143870249,6
5,2019,"PE",136817388,301,93,971,1238897824,256
5,2019,"PH",852593,37,10,137,368830737,40
5,2019,"PK",1295968664,20,2,44,1296231148,10
5,2019,"PL",14949,6,4,105,14628209,39
5,2019,"PT",31675640,95,39,632,244347941,99
5,2019,"PY",3379937,9,3,51,3507599,4
5,2019,"RE",52,1,1,4,3061,2
5,2019,"RO",113941,1,1,310,11823931,17
5,2019,"RS",36605,2,1,4,51574,3
5,2019,"RU",6840573,63,19,436,470170313,111
5,2019,"RW",73943,3,2,19,115695,12
5,2019,"SE",104794613,89,13,261,541074490,46
5,2019,"SG",5229797,30,3,92,6106030,17
5,2019,"SI",1597,2,2,8,7475,3
5,2019,"SN",166255,71,3,144,544603,7
5,2019,"SV",1090244,2,1,21,2351411,6
5,2019,"TG",20558,2,2,6,46258,5
5,2019,"TH",115693,13,3,265,71580505,15
5,2019,"TR",8219911,18,8,176,289074317,41
5,2019,"TW",10493466,43,20,234,531916965,53
5,2019,"TZ",2259370,2,2,13,2611273,6
5,2019,"UA",4144,4,3,144,189037,20
5,2019,"US",5187408249,1257,368,7886,25455681951,1684
5,2019,"UY",1087341,18,6,53,10233196,16
5,2019,"VE",71040,13,4,134,19877050,41
5,2019,"VN",2662721,56,5,645,266422641,41
5,2019,"ZA",251878903,174,62,1772,1623121673,229
5,2019,"ZW",2095,2,2,30,361711599,15
5,2019,"ZZ",1208218485,1,1,3,3397718136,1
4,2019,"AF",155700,37,1,44,664146307,2
4,2019,"AO",9879,1,1,3,123173,4
4,2019,"AQ",13022,2,1,11,47871,1
4,2019,"AR",751544066,345,45,789,1199531099,146
4,2019,"AT",811737510,42,14,101,848107994,29
4,2019,"AU",892519424,277,45,697,1737125211,114
4,2019,"BD",13226302,3,2,3,13226302,1
4,2019,"BE",863814068,266,23,1233,1100971965,130
4,2019,"BG",62988,3,1,7,71968,4
4,2019,"BJ",10431085546,117,32,376,11080226357,80
4,2019,"BN",2802,1,1,1,2802,1
4,2019,"BO",29493249,42,6,114,61508796,13
4,2019,"BR",838160837,1170,178,3264,5297132562,653
4,2019,"BT",14238,1,1,2,14318,2
4,2019,"CA",721134980,115,43,687,2666081285,198
4,2019,"CH",22142375,30,11,99,63763339,67
4,2019,"CI",99,7,3,21,1460835,5
4,2019,"CL",1219797300,585,65,2046,4466347343,178
4,2019,"CM",51847,8,3,250,333641,8
4,2019,"CN",72090208,561,117,2730,20673198689,459
4,2019,"CO",3058377647,576,208,2633,6912386187,617
4,2019,"CR",10550808,56,22,211,878041364,90
4,2019,"CU",23740,37,3,103,2084238,12
4,2019,"CV",9158,2,1,2,9158,1
4,2019,"CZ",846318,34,11,247,51872041,30
4,2019,"DE",4332952012,178,57,840,6922028272,179
4,2019,"DK",1475214,16,9,184,423552589,35
4,2019,"DM",2250,3,1,3,2250,1
4,2019,"DO",2003865,17,6,43,2793755,7
4,2019,"DZ",555796,71,4,113,996013115,8
4,2019,"EC",67193900,73,18,418,145544042,161
4,2019,"EE",81262,1,1,12,622280281,9
4,2019,"EG",50,1,1,13,23207629,10
4,2019,"ES",1044039412,448,172,2629,2879279412,578
4,2019,"ET",2688169,17,5,37,5270497,9
4,2019,"FI",2688053,6,3,45,139457478,20
4,2019,"FJ",638,2,1,2,638,3
4,2019,"FR",1549449874,176,53,598,2664118282,237
4,2019,"GB",1002814820,585,103,3135,7728669687,429
4,2019,"GF",17064298,6,1,8,17068499,2
4,2019,"GR",452742,22,6,96,3654818,18
4,2019,"GT",2372066,37,11,254,398992669,48
4,2019,"HK",309351,45,19,61,530040,15
4,2019,"HN",180988,1,1,1,180988,1
4,2019,"HR",52,1,1,8,146202,7
4,2019,"HU",5507,4,2,36,356009,9
4,2019,"ID",81543713,34,13,176,1696076601,63
4,2019,"IE",31102,2,1,24,95704063,19
4,2019,"IL",2224,2,2,30,8494077,15
4,2019,"IN",214992099,104,42,588,5338677072,162
4,2019,"IR",910690,61,7,317,7609497139,34
4,2019,"IS",91933,2,2,6,103019,2
4,2019,"IT",11813319,95,20,364,1494627799,93
4,2019,"JP",4807499,53,12,184,29853106,50
4,2019,"KE",3342878,21,8,44,6617801,24
4,2019,"KH",26543,1,1,1,26543,1
4,2019,"KR",846761,90,13,234,3298130322,46
4,2019,"KW",6724,2,1,91,668494,1
4,2019,"KZ",17506,2,1,2,17506,1
4,2019,"LK",494561,7,2,9,623164,8
4,2019,"LT",3572,1,1,25,85169624,3
4,2019,"LU",73479,7,3,9,73649,4
4,2019,"MA",1550520,3,2,17,1597261,6
4,2019,"MG",1411925,31,3,79,1645034,3
4,2019,"MM",2423,6,1,8,67714,2
4,2019,"MN",20271,1,1,2,57809,1
4,2019,"MU",3403810,1,1,1,3403810,1
4,2019,"MW",150,2,1,7,5451,3
4,2019,"MX",4057986314,1827,388,6326,14489089626,1350
4,2019,"MY",21284499,19,4,26,25473820,11
4,2019,"MZ",234824,40,8,66,26168195,8
4,2019,"NA",894067,2,1,7,1525672,2
4,2019,"NG",30032,16,5,23,11458909,6
4,2019,"NI",6000,2,1,2,6000,3
4,2019,"NL",52138984,76,23,283,232962124,217
4,2019,"NO",105974736,53,17,268,369768569,69
4,2019,"NP",1291486,7,2,36,1577113,14
4,2019,"NZ",23162356,39,13,234,158200728,68
4,2019,"PA",3446,1,1,2,3904,4
4,2019,"PE",1093718100,415,108,670,1102080436,238
4,2019,"PH",4069989,19,7,100,367978144,36
4,2019,"PK",92213,6,2,24,262484,8
4,2019,"PL",449445,9,6,99,14613260,37
4,2019,"PR",18995587,10,4,15,22529669,9
4,2019,"PT",37040970,112,37,537,212672301,85
4,2019,"PY",49231,3,2,42,127662,3
4,2019,"RO",839181,8,2,309,11709990,16
4,2019,"RU",148359355,226,27,373,463329740,97
4,2019,"RW",364,4,1,16,41752,9
4,2019,"SE",149095014,102,33,172,436279877,42
4,2019,"SG",88313,11,6,62,876233,16
4,2019,"SN",10102,1,1,73,378348,4
4,2019,"SV",882237,2,1,19,1261167,4
4,2019,"SZ",21837331,21,4,73,22053036,5
4,2019,"TH",54630259,155,44,252,71464812,11
4,2019,"TR",2501440,43,15,158,280854406,38
4,2019,"TW",1930518,65,20,191,521423499,43
4,2019,"TZ",124,1,1,11,351903,5
4,2019,"UA",12578,4,3,140,184893,19
4,2019,"UG",10006,2,1,10,361442593,8
4,2019,"UM",180,1,1,1,180,1
4,2019,"US",8404219374,1595,419,6629,20268273702,1483
4,2019,"UY",140317,9,3,35,9145855,16
4,2019,"VE",10569948,10,6,121,19806010,35
4,2019,"VN",1641932,17,5,589,263759920,40
4,2019,"ZA",70967535,828,78,1598,1371242770,196
4,2019,"ZM",200,2,1,12,277602,2
4,2019,"ZW",92922,9,4,28,361709504,14
4,2019,"ZZ",1208852927,1,1,2,2189499651,1
3,2019,"AE",1464,4,1,5,8456,2
3,2019,"AF",64556,6,1,7,663990607,1
3,2019,"AO",98336,1,1,2,113294,3
3,2019,"AQ",34618,8,1,9,34849,1
3,2019,"AR",330233053,277,34,444,447987033,122
3,2019,"AT",7505146,38,16,59,36370484,22
3,2019,"AU",89258253,100,36,420,844605787,84
3,2019,"BA",27688,3,2,8,356099371,4
3,2019,"BE",86449962,276,20,967,237157897,118
3,2019,"BG",8423,1,1,4,8980,3
3,2019,"BJ",10878745,86,17,259,649140811,71
3,2019,"BO",1116087,8,6,72,32015547,12
3,2019,"BR",1812744679,882,187,2094,4458971725,479
3,2019,"BT",80,1,1,1,80,1
3,2019,"BW",135,2,1,4,1117,8
3,2019,"BY",35322,1,1,1,35322,2
3,2019,"CA",898608115,283,86,572,1944946305,166
3,2019,"CH",6416824,22,11,69,41620964,53
3,2019,"CI",393,2,1,14,1460736,4
3,2019,"CL",2013461823,310,39,1461,3246550043,117
3,2019,"CM",29,1,1,242,281794,5
3,2019,"CN",5600599002,671,138,2169,20601108481,375
3,2019,"CO",524192180,661,175,2057,3854008540,452
3,2019,"CR",16052630,41,12,155,867490556,73
3,2019,"CU",1891878,33,6,66,2060498,10
3,2019,"CZ",320191,15,6,213,51025723,25
3,2019,"DE",1815460271,240,58,662,2589076260,156
3,2019,"DK",251050704,77,18,168,422077375,29
3,2019,"DO",8520,4,2,26,789890,6
3,2019,"DZ",9699,6,1,42,995457319,4
3,2019,"EC",28415987,62,19,345,78350142,150
3,2019,"EE",621738916,4,2,11,622199019,8
3,2019,"EG",16606595,2,2,12,23207579,10
3,2019,"ES",1115636198,775,277,2181,1835240000,524
3,2019,"FI",608765,9,2,39,136769425,18
3,2019,"FO",9,1,1,1,9,1
3,2019,"FR",263451958,147,55,422,1114668408,189
3,2019,"GB",6522883397,1097,257,2550,6725854867,374
3,2019,"GR",659162,45,8,74,3202076,15
3,2019,"GT",362933036,51,18,217,396620603,42
3,2019,"GU",181,1,1,1,181,1
3,2019,"HK",410,4,2,16,220689,11
3,2019,"HR",89957,6,3,7,146150,6
3,2019,"HU",41036,11,4,32,350502,7
3,2019,"ID",1601459878,104,44,142,1614532888,50
3,2019,"IE",29876735,7,5,22,95672961,18
3,2019,"IL",228934,9,5,28,8491853,13
3,2019,"IN",2089012792,152,50,484,5123684973,113
3,2019,"IO",5602,1,1,2,5710,3
3,2019,"IR",1868853,17,7,256,7608586449,27
3,2019,"IS",4304,1,1,4,11086,2
3,2019,"IT",4061613,71,28,269,1482814480,78
3,2019,"JO",21465525,1,1,1,21465525,1
3,2019,"JP",13530507,84,8,131,25045607,35
3,2019,"KE",3161832,6,4,23,3274923,16
3,2019,"KR",3011110252,18,10,144,3297283561,38
3,2019,"KW",156891,29,1,89,661770,1
3,2019,"LT",6080,3,1,24,85166052,2
3,2019,"MA",30431,9,2,14,46741,4
3,2019,"MM",65291,2,1,2,65291,1
3,2019,"MN",37538,1,1,1,37538,1
3,2019,"MX",1957449340,1817,430,4499,10431103312,1037
3,2019,"MY",1779,1,1,7,4189321,7
3,2019,"MZ",2400,3,3,26,25933371,7
3,2019,"NA",631605,5,2,5,631605,2
3,2019,"NE",681329,11,1,20,788155,2
3,2019,"NG",11418346,3,1,7,11428877,5
3,2019,"NL",21760881,85,19,207,180823140,199
3,2019,"NO",40270349,62,20,215,263793833,51
3,2019,"NP",210158,11,4,29,285627,9
3,2019,"NZ",7740804,24,13,195,135038372,48
3,2019,"PE",468180,200,10,255,8362336,114
3,2019,"PH",450372,51,20,81,363908155,29
3,2019,"PK",81646,5,2,18,170271,7
3,2019,"PL",493854,35,11,90,14163815,29
3,2019,"PR",874132,2,2,5,3534082,6
3,2019,"PS",102,1,1,6,1463932,2
3,2019,"PT",16118281,161,63,425,175631331,72
3,2019,"PY",68411,2,1,39,78431,3
3,2019,"RE",3009,3,1,3,3009,1
3,2019,"RO",10816871,289,4,301,10870809,13
3,2019,"RU",15661091,69,27,147,314970385,83
3,2019,"RW",39230,11,3,12,41388,6
3,2019,"SE",145897119,23,10,70,287184863,36
3,2019,"SG",146723,3,3,51,787920,14
3,2019,"SI",2610,2,1,6,5878,2
3,2019,"SK",9214,3,2,4,9505,4
3,2019,"SN",367094,61,4,72,368246,2
3,2019,"SV",377339,15,4,17,378930,3
3,2019,"SZ",215705,52,4,52,215705,1
3,2019,"TH",90188,60,4,97,16834553,9
3,2019,"TR",23712605,41,11,115,278352966,29
3,2019,"TW",4202094,81,17,126,519492981,34
3,2019,"TZ",209,5,2,10,351779,5
3,2019,"UA",141528,115,9,136,172315,15
3,2019,"UG",3465,2,2,8,361432587,5
3,2019,"US",5818828139,2003,381,5034,11864054328,1212
3,2019,"UY",9002122,20,2,26,9005538,8
3,2019,"VE",112497,30,3,111,9236062,34
3,2019,"VN",254607087,361,10,572,262117988,33
3,2019,"ZA",1014242156,607,36,770,1300275235,158
3,2019,"ZM",28510,5,2,10,277402,2
3,2019,"ZW",3649,10,2,19,361616582,11
2,2019,"AM",133239,4,2,4,133239,2
2,2019,"AQ",231,1,1,1,231,1
2,2019,"AR",283422,67,28,167,117753980,84
2,2019,"AT",27930909,11,8,21,28865338,18
2,2019,"AU",56272199,169,25,320,755347534,60
2,2019,"AZ",1205,1,1,1,1205,1
2,2019,"BA",331495825,3,1,5,356071683,3
2,2019,"BE",97925665,389,22,691,150707935,102
2,2019,"BF",15414,2,1,2,15414,3
2,2019,"BJ",154351663,71,19,173,638262066,57
2,2019,"BO",237199,13,6,64,30899460,6
2,2019,"BR",940646784,639,170,1212,2646227046,335
2,2019,"BW",982,2,1,2,982,7
2,2019,"CA",742486047,196,69,289,1046338190,123
2,2019,"CH",2278038,16,9,47,35204140,42
2,2019,"CI",28058,4,2,12,1460343,3
2,2019,"CL",16563912,226,25,1151,1233088220,61
2,2019,"CM",281055,240,1,241,281765,2
2,2019,"CN",8222919246,720,90,1498,15000509479,268
2,2019,"CO",2246280657,968,183,1396,3329816360,292
2,2019,"CR",850970130,100,22,114,851437926,53
2,2019,"CU",128762,31,2,33,168620,7
2,2019,"CZ",299543,29,9,198,50705532,17
2,2019,"DE",417972975,260,66,422,773615989,115
2,2019,"DK",160641366,73,17,91,171026671,18
2,2019,"DO",132,4,2,22,781370,4
2,2019,"DZ",4725,1,1,36,995447620,2
2,2019,"EC",43978864,193,28,283,49934155,123
2,2019,"EE",325,4,2,7,460103,5
2,2019,"EG",17576,4,2,10,6600984,7
2,2019,"ES",106043643,841,192,1406,719603802,310
2,2019,"ET",1211828,2,1,20,2582328,5
2,2019,"FI",22564011,11,4,30,136160660,8
2,2019,"FR",711691912,147,53,275,851216450,141
2,2019,"GB",177802076,762,212,1453,202971470,255
2,2019,"GF",4201,2,1,2,4201,1
2,2019,"GR",2464591,16,3,29,2542914,11
2,2019,"GT",30389281,89,19,166,33687567,30
2,2019,"HK",216350,3,2,12,220279,7
2,2019,"HR",56193,1,1,1,56193,2
2,2019,"HU",309379,19,4,21,309466,4
2,2019,"ID",7304831,21,12,38,13073010,37
2,2019,"IE",65795795,14,6,15,65796226,11
2,2019,"IL",834709,11,5,19,8262919,10
2,2019,"IM",48018,3,1,3,48018,1
2,2019,"IN",2586072606,216,64,332,3034672181,85
2,2019,"IO",108,1,1,1,108,2
2,2019,"IR",2281238362,159,12,239,7606717596,16
2,2019,"IT",902221562,67,28,198,1478752867,41
2,2019,"JP",2328926,18,15,47,11515100,26
2,2019,"KE",92078,6,3,17,113091,10
2,2019,"KR",253612583,8,6,126,286173309,31
2,2019,"KW",324977,35,1,60,504879,1
2,2019,"LK",635,1,1,2,128603,5
2,2019,"LU",170,2,2,2,170,3
2,2019,"MA",16047,3,1,5,16310,1
2,2019,"ME",846798,33,1,39,1000125,3
2,2019,"ML",1075,1,1,1,1075,1
2,2019,"MW",5011,4,3,5,5301,2
2,2019,"MX",5877858006,1604,432,2682,8473653972,602
2,2019,"MY",4173832,4,3,6,4187542,5
2,2019,"MZ",347333,12,3,23,25930971,5
2,2019,"NE",106826,9,1,9,106826,1
2,2019,"NG",8609,2,2,4,10531,3
2,2019,"NL",91440667,91,28,122,159062259,169
2,2019,"NO",215538639,95,20,153,223523484,42
2,2019,"NP",31984,10,3,18,75469,7
2,2019,"NZ",120406817,149,26,171,127297568,24
2,2019,"PE",2754271,19,9,55,7894156,71
2,2019,"PG",72,1,1,1,72,1
2,2019,"PH",677683,21,11,30,363457783,17
2,2019,"PK",20204,9,1,13,88625,6
2,2019,"PL",9406064,27,5,55,13669961,21
2,2019,"PR",2638836,1,1,3,2659950,5
2,2019,"PS",94892,4,1,5,1463830,2
2,2019,"PT",1941207,132,47,264,159513050,53
2,2019,"PY",4079,2,1,37,10020,2
2,2019,"RO",53938,12,4,12,53938,8
2,2019,"RS",14969,2,2,2,14969,2
2,2019,"RU",1446474,28,12,78,299309294,57
2,2019,"SE",6179159,22,14,47,141287744,25
2,2019,"SG",513575,17,4,48,641197,8
2,2019,"SN",827,6,1,11,1152,1
2,2019,"SR",60163,1,1,1,60163,1
2,2019,"SV",1591,2,1,2,1591,2
2,2019,"TG",25144,2,1,4,25700,3
2,2019,"TH",897921,31,5,37,16744365,8
2,2019,"TR",253817547,39,16,74,254640361,18
2,2019,"TT",965,1,1,5,1085,2
2,2019,"TW",7525399,12,9,45,515290887,25
2,2019,"TZ",255607,1,1,5,351570,4
2,2019,"UA",28669,17,10,21,30787,8
2,2019,"UG",7343,1,1,6,361429122,4
2,2019,"US",4621166234,1740,406,3031,6045226189,789
2,2019,"UY",3416,6,2,6,3416,3
2,2019,"VE",36181,51,4,81,9123565,30
2,2019,"VN",301063,120,4,211,7510901,29
2,2019,"ZA",22889232,88,36,163,286033079,64
2,2019,"ZM",248892,5,4,5,248892,1
2,2019,"ZW",361429888,1,1,9,361612933,10
1,2019,"AE",6992,1,1,1,6992,1
1,2019,"AF",663926051,1,1,1,663926051,1
1,2019,"AO",14958,1,1,1,14958,1
1,2019,"AR",117470558,100,21,100,117470558,40
1,2019,"AT",934429,10,7,10,934429,11
1,2019,"AU",699075335,151,26,151,699075335,31
1,2019,"BA",24575858,2,1,2,24575858,2
1,2019,"BB",1601,3,1,3,1601,1
1,2019,"BE",52782270,302,27,302,52782270,51
1,2019,"BG",557,3,2,3,557,1
1,2019,"BJ",483910403,102,21,102,483910403,28
1,2019,"BO",30662261,51,9,51,30662261,4
1,2019,"BR",1705580262,573,118,573,1705580262,149
1,2019,"CA",303852143,93,52,93,303852143,53
1,2019,"CH",32926102,31,10,31,32926102,13
1,2019,"CI",1432285,8,3,8,1432285,1
1,2019,"CL",1216524308,925,51,925,1216524308,41
1,2019,"CM",710,1,1,1,710,1
1,2019,"CN",6777590233,778,124,778,6777590233,157
1,2019,"CO",1083535703,428,113,428,1083535703,108
1,2019,"CR",467796,14,7,14,467796,19
1,2019,"CU",39858,2,1,2,39858,1
1,2019,"CY",140,2,1,2,140,1
1,2019,"CZ",50405989,169,10,169,50405989,5
1,2019,"DE",355643014,162,49,162,355643014,52
1,2019,"DK",10385305,18,11,18,10385305,9
1,2019,"DO",781238,18,5,18,781238,3
1,2019,"DZ",995442895,35,19,35,995442895,1
1,2019,"EC",5955291,90,30,90,5955291,34
1,2019,"EE",459778,3,2,3,459778,2
1,2019,"EG",6583408,6,3,6,6583408,5
1,2019,"ES",613560159,565,157,565,613560159,176
1,2019,"ET",1370500,18,3,18,1370500,3
1,2019,"FI",113596649,19,6,19,113596649,6
1,2019,"FR",139524538,128,54,128,139524538,67
1,2019,"GB",25169394,691,137,691,25169394,119
1,2019,"GH",12892911,62,5,62,12892911,2
1,2019,"GR",78323,13,7,13,78323,1
1,2019,"GT",3298286,77,23,77,3298286,3
1,2019,"HK",3929,9,1,9,3929,6
1,2019,"HU",87,2,1,2,87,3
1,2019,"ID",5768179,17,12,17,5768179,16
1,2019,"IE",431,1,1,1,431,3
1,2019,"IL",7428210,8,7,8,7428210,5
1,2019,"IN",448599575,116,45,116,448599575,46
1,2019,"IR",5325479234,80,16,80,5325479234,6
1,2019,"IS",6782,3,1,3,6782,1
1,2019,"IT",576531305,131,24,131,576531305,26
1,2019,"JP",9186174,29,11,29,9186174,17
1,2019,"KE",21013,11,5,11,21013,2
1,2019,"KR",32560726,118,13,118,32560726,14
1,2019,"KW",179902,25,2,25,179902,1
1,2019,"LK",127968,1,1,1,127968,3
1,2019,"LT",85159972,21,5,21,85159972,1
1,2019,"MA",263,2,1,2,263,1
1,2019,"ME",153327,6,1,6,153327,2
1,2019,"MG",233109,48,3,48,233109,1
1,2019,"MT",35414011,6,4,6,35414011,1
1,2019,"MW",290,1,1,1,290,1
1,2019,"MX",2595795966,1078,247,1078,2595795966,226
1,2019,"MY",13710,2,1,2,13710,4
1,2019,"MZ",25583638,11,2,11,25583638,4
1,2019,"NG",1922,2,2,2,1922,2
1,2019,"NL",67621592,31,20,31,67621592,70
1,2019,"NO",7984845,58,26,58,7984845,19
1,2019,"NP",43485,8,3,8,43485,4
1,2019,"NZ",6890751,22,12,22,6890751,8
1,2019,"PA",458,1,1,1,458,2
1,2019,"PE",5139885,36,14,36,5139885,35
1,2019,"PH",362780100,9,5,9,362780100,8
1,2019,"PK",68421,4,3,4,68421,2
1,2019,"PL",4263897,28,7,28,4263897,8
1,2019,"PR",21114,2,1,2,21114,2
1,2019,"PS",1368938,1,1,1,1368938,1
1,2019,"PT",157571843,132,32,132,157571843,21
1,2019,"PY",5941,35,1,35,5941,1
1,2019,"RU",297862820,50,18,50,297862820,35
1,2019,"RW",2158,1,1,1,2158,4
1,2019,"SA",1290,2,1,2,1290,1
1,2019,"SE",135108585,25,13,25,135108585,13
1,2019,"SG",127622,31,2,31,127622,5
1,2019,"SI",3268,4,3,4,3268,1
1,2019,"SK",291,1,1,1,291,2
1,2019,"SN",325,5,1,5,325,1
1,2019,"TG",556,2,1,2,556,2
1,2019,"TH",15846444,6,3,6,15846444,4
1,2019,"TR",822814,35,7,35,822814,12
1,2019,"TT",120,4,1,4,120,1
1,2019,"TW",507765488,33,13,33,507765488,16
1,2019,"TZ",95963,4,2,4,95963,1
1,2019,"UA",2118,4,1,4,2118,4
1,2019,"UG",361421779,5,4,5,361421779,2
1,2019,"US",1424059955,1291,312,1291,1424059955,323
1,2019,"VE",9087384,30,6,30,9087384,6
1,2019,"VN",7209838,91,4,91,7209838,21
1,2019,"WS",5074,1,1,1,5074,1
1,2019,"XK",380448,1,1,1,380448,1
1,2019,"ZA",263143847,75,26,75,263143847,29
1,2019,"ZW",183045,8,5,8,183045,3
1,2019,"ZZ",980646724,1,1,1,980646724,1
12,2018,"AR",23183657,65,24,1844,260962790,257
12,2018,"AT",13071254,8,5,162,44790514,42
12,2018,"AU",783465734,155,21,2170,2346880751,262
12,2018,"BE",44343712,203,47,2225,883592427,183
12,2018,"BF",75975,17,1,31,2340577,5
12,2018,"BG",575,3,2,18,3913124,9
12,2018,"BJ",1532251,26,10,487,232513695,60
12,2018,"BO",12587,15,7,478,73018295,43
12,2018,"BR",32546863,466,115,13433,2881749435,1184
12,2018,"BT",10212,9,1,9,10212,1
12,2018,"CA",39019637,99,35,1969,2472738941,394
12,2018,"CH",2370915,2,2,713,408678787,70
12,2018,"CI",519420,253,3,452,6932344,11
12,2018,"CL",36503267,400,54,3841,328528547,290
12,2018,"CN",136892435,382,92,7453,2856677986,709
12,2018,"CO",64571830,239,82,6997,3332953740,1050
12,2018,"CR",11974145,48,13,490,253441183,111
12,2018,"CZ",10613,14,3,259,89945472,36
12,2018,"DE",73528546,156,50,6500,1312879067,389
12,2018,"DK",18537877,29,8,2271,1990889929,76
12,2018,"DO",1175,7,2,22,776824,6
12,2018,"DZ",186,1,1,156,63390281,9
12,2018,"EC",22268701,277,72,2570,474313895,356
12,2018,"EE",2838005,7,1,93,59301847,16
12,2018,"EG",257,1,1,474,49609862,39
12,2018,"ES",474934606,340,131,5351,3533551131,1075
12,2018,"ET",1895,1,1,54,3245106,11
12,2018,"FI",214186,6,1,308,287648108,33
12,2018,"FR",110751248,127,43,1642,1702297534,310
12,2018,"GA",282,1,1,5,1536,2
12,2018,"GB",119798745,306,85,6026,3328442164,905
12,2018,"GF",791,1,1,20,34438,6
12,2018,"GH",9939229,4,1,76,36502169,12
12,2018,"GN",161308,4,1,8,181380,1
12,2018,"GR",205917,4,3,290,30134754,37
12,2018,"GT",1253552,4,3,2966,220235469,84
12,2018,"GU",14,1,1,3,55695,1
12,2018,"HK",1161254,1,1,51,27951542,24
12,2018,"ID",45023547,115,25,309,63503808,70
12,2018,"IE",2277,1,1,150,38563743,26
12,2018,"IL",19019412,55,4,10202,366537114,24
12,2018,"IN",14903616,114,43,2338,533471103,249
12,2018,"IR",538837,188,10,723,31034987,56
12,2018,"IT",5590479,33,18,1291,865015995,172
